         1522524 function calls (1487563 primitive calls) in 4.885 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 calendar.py:586(different_locale)
        1    0.000    0.000    0.000    0.000 tz.py:1033(tzstr)
        1    0.000    0.000    0.000    0.000 threading.py:141(_RLock)
        1    0.000    0.000    0.000    0.000 _datasource.py:532(Repository)
        2    0.000    0.000    0.000    0.000 __init__.py:133(_get_implementation)
        1    0.000    0.000    0.000    0.000 __init__.py:243(c_char_p)
        1    0.000    0.000    0.000    0.000 pickle.py:257(_Unframer)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:363(errstate)
        2    0.000    0.000    0.000    0.000 types.py:130(_calculate_meta)
        1    0.000    0.000    0.000    0.000 caching.py:258(_IPythonCacheLocator)
        1    0.000    0.000    0.000    0.000 parallel.py:36(get_thread_count)
        1    0.000    0.000    0.000    0.000 parfor.py:524(LoopNest)
        1    0.000    0.000    0.000    0.000 parfor.py:2948(ParforFusionPass)
        1    0.000    0.000    0.000    0.000 typeinfer.py:786(StaticSetItemConstraint)
        1    0.000    0.000    0.000    0.000 codegen.py:83(_CFG)
        1    0.000    0.000    0.000    0.000 registry.py:48(DelayedRegistry)
        1    0.000    0.000    0.000    0.000 registry.py:33(__init__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:27(OmittedArg)
        1    0.000    0.000    0.000    0.000 old_models.py:986(UnicodeCharSeq)
        1    0.000    0.000    0.000    0.000 npytypes.py:15(CharSeq)
        1    0.000    0.000    0.000    0.000 numpy_support.py:334(UFuncLoopSpec)
        1    0.000    0.000    0.000    0.000 castgraph.py:30(CastSet)
        1    0.000    0.000    0.000    0.000 _adapters.py:81(ChildPath)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3705(ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _hypotests.py:1702(TukeyHSDResult)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:928(_BivariateSplineBase)
        1    0.000    0.000    0.000    0.000 base.py:28(OdeSolver)
        1    0.000    0.000    0.000    0.000 _complex.py:13(Complex)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _aliases.py:182(UniqueAllResult)
        1    0.000    0.000    0.000    0.000 loader.py:74(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:2153(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 _typing.py:113(DTypesBool)
        1    0.000    0.000    0.000    0.000 _stats_py.py:4063(AlexanderGovernResult)
        1    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 pytables.py:1935(TableIterator)
        1    0.000    0.000    0.000    0.000 resample.py:2003(TimedeltaIndexResampler)
        1    0.000    0.000    0.000    0.000 utils.py:61(ArrowCTypes)
        1    0.000    0.000    0.000    0.000 datetimes.py:109(FulldatetimeDict)
        1    0.000    0.000    0.000    0.000 accessors.py:282(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 apply.py:709(NDFrameApply)
        1    0.000    0.000    0.000    0.000 core.py:2656(MaskedIterator)
        1    0.000    0.000    0.000    0.000 _local.py:841(PosixPath)
        1    0.000    0.000    0.000    0.000 core.py:6981(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:1170(_DomainedBinaryOperation)
        2    0.000    0.000    0.000    0.000 core.py:927(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:1586(ParserError)
        1    0.000    0.000    0.000    0.000 calendar.py:609(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:82(_SupportsDType)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1310(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 _datasource.py:195(DataSource)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:387(UniqueAllResult)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        2    0.000    0.000    0.000    0.000 enum.py:180(__init__)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:791(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:351(__init__)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:250(_BaseUFuncBuilder)
        1    0.000    0.000    0.000    0.000 typeinfer.py:301(BuildSetConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:695(GetAttrConstraint)
        1    0.000    0.000    0.000    0.000 cpu.py:24(ClosureBody)
        1    0.000    0.000    0.000    0.000 compiler.py:323(_CompileStatus)
        1    0.000    0.000    0.000    0.000 packer.py:60(ArgPacker)
        1    0.000    0.000    0.000    0.000 firstlinefinder.py:9(FindDefFirstLine)
        1    0.000    0.000    0.000    0.000 functions.py:706(RecursiveCall)
        1    0.000    0.000    0.000    0.000 context.py:18(Rating)
        1    0.000    0.000    0.000    0.000 functions.py:516(Dispatcher)
        1    0.000    0.000    0.000    0.000 _resampling.py:2105(MonteCarloMethod)
        1    0.000    0.000    0.000    0.000 slsqp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:207(ProductOperator)
        1    0.000    0.000    0.000    0.000 ckdtree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1771(PDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 _kdtree.py:327(innernode)
        1    0.000    0.000    0.000    0.000 __init__.py:662(Context)
        1    0.000    0.000    0.000    0.000 __init__.py:286(LogRecord)
        1    0.000    0.000    0.000    0.000 _stats_py.py:5955(TtestResult)
        1    0.000    0.000    0.000    0.000 _typing.py:139(DTypesReal)
        1    0.000    0.000    0.000    0.000 stata.py:3028(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 tempfile.py:638(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 info.py:1046(_SeriesTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 glob.py:7(Translator)
        1    0.000    0.000    0.000    0.000 info.py:934(_DataFrameTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 apply.py:1516(GroupByApply)
        1    0.000    0.000    0.000    0.000 extras.py:230(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 tz.py:370(_tzfile)
        1    0.000    0.000    0.000    0.000 config.py:268(CallableDynamicDoc)
        1    0.000    0.000    0.000    0.000 __init__.py:372(_CountryNameDict)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:72(_DTypeDict)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1343(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncNoLoopError)
        2    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 dufunc.py:154(DUFuncLowerer)
        2    0.000    0.000    0.000    0.000 old_builtins.py:130(gen_non_eq)
        1    0.000    0.000    0.000    0.000 cgutils.py:223(ValueStructProxy)
        1    0.000    0.000    0.000    0.000 _mgc.py:17(_ParallelP)
        1    0.000    0.000    0.000    0.000 _cubic.py:72(CubicHermiteSpline)
        1    0.000    0.000    0.000    0.000 _ode.py:781(IntegratorBase)
        1    0.000    0.000    0.000    0.000 arpack.py:990(IterOpInv)
        1    0.000    0.000    0.000    0.000 core.py:1022(_MaskedBinaryOperation)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2003(close)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:542(PrintIRCFG)
        1    0.000    0.000    0.000    0.000 old_builtins.py:855(TypeRefAttribute)
        1    0.000    0.000    0.000    0.000 old_builtins.py:1113(OptionalAttribute)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:7(_CompilerLock)
        1    0.000    0.000    0.000    0.000 manager.py:7(DataModelManager)
        1    0.000    0.000    0.000    0.000 old_models.py:722(ComplexModel)
        1    0.000    0.000    0.000    0.000 common.py:15(SimpleIterableType)
        1    0.000    0.000    0.000    0.000 containers.py:401(NamedTuple)
        1    0.000    0.000    0.000    0.000 types.py:205(VoidType)
        1    0.000    0.000    0.000    0.000 value.py:387(_ValueIterator)
        1    0.000    0.000    0.000    0.000 _sensitivity_analysis.py:155(BootstrapSobolResult)
        1    0.000    0.000    0.000    0.000 rbf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1851(_ConstraintWrapper)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:212(StrategyChain)
        1    0.000    0.000    0.000    0.000 _vertex.py:75(VertexScalarField)
        1    0.000    0.000    0.000    0.000 _nonlin.py:843(BroydenFirst)
        1    0.000    0.000    0.000    0.000 _nonlin.py:382(Jacobian)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:202(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 _typing.py:145(DTypesComplex)
        1    0.000    0.000    0.000    0.000 tarfile.py:575(_StreamProxy)
        1    0.000    0.000    0.000    0.000 format.py:1164(_GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 csv.py:88(Dialect)
        1    0.000    0.000    0.000    0.000 core.py:7090(_frommethod)
        1    0.000    0.000    0.000    0.000 __init__.py:11(DeprecatedTzFormatWarning)
        1    0.000    0.000    0.000    0.000 config.py:88(RegisteredOption)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:110(nd_grid)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1281(IntegerFormat)
        1    0.000    0.000    0.000    0.000 caching.py:426(CompileResultCacheImpl)
        1    0.000    0.000    0.000    0.000 parfor.py:1753(ConvertSetItemPass)
        1    0.000    0.000    0.000    0.000 byteflow.py:2101(StatePy313)
        1    0.000    0.000    0.000    0.000 pythonapi.py:77(_ReflectContext)
        1    0.000    0.000    0.000    0.000 old_models.py:224(PrimitiveModel)
        1    0.000    0.000    0.000    0.000 stencil.py:23(StencilFuncLowerer)
        1    0.000    0.000    0.000    0.000 context.py:103(CallFrame)
        1    0.000    0.000    0.000    0.000 function_type.py:125(FunctionPrototype)
        1    0.000    0.000    0.000    0.000 typeconv.py:70(TypeCastingRules)
        1    0.000    0.000    0.000    0.000 errors.py:154(_DummyColorScheme)
        1    0.000    0.000    0.000    0.000 containers.py:685(ListTypeIteratorType)
        1    0.000    0.000    0.000    0.000 containers.py:78(BaseContainerPayload)
        1    0.000    0.000    0.000    0.000 containers.py:961(StructRefPayload)
        1    0.000    0.000    0.000    0.000 values.py:417(Value)
        1    0.000    0.000    0.000    0.000 module.py:204(get_identified_types)
        1    0.000    0.000    0.000    0.000 values.py:1132(ReturnValue)
        1    0.000    0.000    0.000    0.000 serializer.py:11(Serializer)
        1    0.000    0.000    0.000    0.000 readers.py:22(FileReader)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:717(_RealParameter)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:2011(nchypergeom_wallenius_gen)
        1    0.000    0.000    0.000    0.000 lil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _kdtree.py:318(leafnode)
        1    0.000    0.000    0.000    0.000 _base.py:569(Executor)
        1    0.000    0.000    0.000    0.000 _base.py:96(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _typing.py:63(NestedSequence)
        1    0.000    0.000    0.000    0.000 pytables.py:3408(FrameFixed)
        1    0.000    0.000    0.000    0.000 _pep440.py:77(NegativeInfinity)
        2    0.000    0.000    0.000    0.000 expr.py:170(_is_type)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        1    0.000    0.000    0.000    0.000 accessors.py:215(StructAccessor)
        2    0.000    0.000    0.000    0.000 calendar.py:101(__init__)
        1    0.000    0.000    0.000    0.000 _typing.py:288(WriteBuffer)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:41(BagObj)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 parallel.py:181(ParallelUFuncBuilder)
        1    0.000    0.000    0.000    0.000 withcontexts.py:8(WithContext)
        1    0.000    0.000    0.000    0.000 withcontexts.py:122(_ObjModeContextType)
        1    0.000    0.000    0.000    0.000 ssa.py:320(_FixSSAVars)
        1    0.000    0.000    0.000    0.000 typed_passes.py:252(PreParforPass)
        1    0.000    0.000    0.000    0.000 typed_passes.py:869(PreLowerStripPhis)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:64(ObjectModeBackEnd)
        1    0.000    0.000    0.000    0.000 caching.py:226(_UserWideCacheLocator)
        1    0.000    0.000    0.000    0.000 wrappers.py:249(UArrayArg)
        1    0.000    0.000    0.000    0.000 cpu.py:28(EnvBody)
        1    0.000    0.000    0.000    0.000 codegen.py:956(AOTCodeLibrary)
        1    0.000    0.000    0.000    0.000 caching.py:189(_UserProvidedCacheLocator)
        1    0.000    0.000    0.000    0.000 llvm_pass_timings.py:14(RecordLLVMPassTimings)
        1    0.000    0.000    0.000    0.000 fastmathpass.py:5(FastFloatBinOpVisitor)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:267(InlineInlinables)
        1    0.000    0.000    0.000    0.000 old_builtins.py:621(StaticGetItemLiteralList)
        1    0.000    0.000    0.000    0.000 old_builtins.py:967(Int)
        1    0.000    0.000    0.000    0.000 parfor.py:2209(ConvertReducePass)
        1    0.000    0.000    0.000    0.000 npydecl.py:254(NumpyRulesUnaryArrayOperator)
        1    0.000    0.000    0.000    0.000 typeinfer.py:305(BuildMapConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:476(TypedGetItemConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:686(IntrinsicCallConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:731(SetItemRefinement)
        1    0.000    0.000    0.000    0.000 codegen.py:1077(__init__)
        1    0.000    0.000    0.000    0.000 interpreter.py:31(_UNKNOWN_VALUE)
        1    0.000    0.000    0.000    0.000 interpreter.py:45(Assigner)
        1    0.000    0.000    0.000    0.000 parfor_lowering.py:464(ParforsUnexpectedReduceNodeError)
        1    0.000    0.000    0.000    0.000 old_builtins.py:112(PairFirst)
        1    0.000    0.000    0.000    0.000 registry.py:44(CPUDispatcher)
        1    0.000    0.000    0.000    0.000 coverage_support.py:78(NotifyCompilerCoverage)
        1    0.000    0.000    0.000    0.000 postproc.py:16(GeneratorInfo)
        1    0.000    0.000    0.000    0.000 serialize.py:188(NumbaPickler)
        1    0.000    0.000    0.000    0.000 static_binop.py:5(DetectStaticBinops)
        1    0.000    0.000    0.000    0.000 typeof.py:181(_typeof_none)
        1    0.000    0.000    0.000    0.000 ir_utils.py:35(_MaxLabel)
        1    0.000    0.000    0.000    0.000 old_models.py:897(NestedArrayModel)
        1    0.000    0.000    0.000    0.000 old_models.py:1366(StructPayloadModel)
        1    0.000    0.000    0.000    0.000 extending.py:510(SentryLiteralArgs)
        1    0.000    0.000    0.000    0.000 pythonapi.py:66(_UnboxContext)
        1    0.000    0.000    0.000    0.000 pythonapi.py:96(NativeValue)
        1    0.000    0.000    0.000    0.000 containers.py:785(FakeNamedTuple)
        1    0.000    0.000    0.000    0.000 misc.py:133(Module)
        1    0.000    0.000    0.000    0.000 ir.py:745(StaticRaise)
        1    0.000    0.000    0.000    0.000 functions.py:240(BaseFunction)
        1    0.000    0.000    0.000    0.000 npytypes.py:35(UnicodeCharSeq)
        1    0.000    0.000    0.000    0.000 iterators.py:34(Generator)
        1    0.000    0.000    0.000    0.000 special.py:14(prange)
        1    0.000    0.000    0.000    0.000 passmanagers.py:41(_c_PruneStats)
        1    0.000    0.000    0.000    0.000 orcjit.py:7(_LinkElement)
        1    0.000    0.000    0.000    0.000 utils.py:734(threadsafe_cached_property)
        1    0.000    0.000    0.000    0.000 abstract.py:32(_TypeMetaclass)
        1    0.000    0.000    0.000    0.000 containers.py:351(_StarArgTupleMixin)
        1    0.000    0.000    0.000    0.000 common.py:26(SimpleIteratorType)
        1    0.000    0.000    0.000    0.000 orcjit.py:17(JITLibraryBuilder)
        1    0.000    0.000    0.000    0.000 abstract.py:332(IteratorType)
        1    0.000    0.000    0.000    0.000 misc.py:292(ExceptionClass)
        1    0.000    0.000    0.000    0.000 containers.py:179(BaseAnonymousTuple)
        1    0.000    0.000    0.000    0.000 containers.py:383(NamedUniTuple)
        1    0.000    0.000    0.000    0.000 containers.py:607(SetEntry)
        1    0.000    0.000    0.000    0.000 errors.py:205(NOPColorScheme)
        1    0.000    0.000    0.000    0.000 misc.py:160(CPointer)
        1    0.000    0.000    0.000    0.000 types.py:227(FunctionType)
        1    0.000    0.000    0.000    0.000 values.py:701(DIToken)
        1    0.000    0.000    0.000    0.000 newpassmanagers.py:211(PassBuilder)
        1    0.000    0.000    0.000    0.000 utils.py:494(BenchmarkResult)
        1    0.000    0.000    0.000    0.000 utils.py:762(_lazy_pformat)
        1    0.000    0.000    0.000    0.000 measurements.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:347(YAMLObjectMetaclass)
        1    0.000    0.000    0.000    0.000 representer.py:272(Representer)
        1    0.000    0.000    0.000    0.000 ffi.py:292(__bool__)
        1    0.000    0.000    0.000    0.000 module.py:211(_Iterator)
        1    0.000    0.000    0.000    0.000 module.py:255(_TypesIterator)
        1    0.000    0.000    0.000    0.000 events.py:4(Event)
        1    0.000    0.000    0.000    0.000 constructor.py:713(UnsafeConstructor)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4127(unitary_group_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1928(nchypergeom_fisher_gen)
        1    0.000    0.000    0.000    0.000 _hypotests.py:356(CramerVonMisesResult)
        1    0.000    0.000    0.000    0.000 interpnd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cubic.py:569(CubicSpline)
        1    0.000    0.000    0.000    0.000 _vertex.py:247(VertexCacheField)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:20(VisitingDistribution)
        1    0.000    0.000    0.000    0.000 minpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zeros.py:1(<module>)
        1    0.000    0.000    0.000    0.000 odepack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arpack.py:389(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:606(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:957(IterInv)
        1    0.000    0.000    0.000    0.000 _nonlin.py:454(InverseJacobian)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:20(MemoizeDer)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.000    0.000 eigen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 specfun.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 qhull.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:115(orthopoly1d)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:101(_DeprecationHelperStr)
        1    0.000    0.000    0.000    0.000 _linalg.py:45(SVDResult)
        1    0.000    0.000    0.000    0.000 pydoc.py:1228(TextRepr)
        1    0.000    0.000    0.000    0.000 pydoc.py:1985(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:111(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 runner.py:164(TextTestRunner)
        1    0.000    0.000    0.000    0.000 __init__.py:900(__init__)
        1    0.000    0.000    0.000    0.000 symbolic.py:109(OpError)
        1    0.000    0.000    0.000    0.000 __init__.py:1830(RootLogger)
        1    0.000    0.000    0.000    0.000 models.py:316(CliDetectionResult)
        1    0.000    0.000    0.000    0.000 __init__.py:736(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1272(_StderrHandler)
        1    0.000    0.000    0.000    0.000 traceback.py:974(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 symbolic.py:1283(_Pair)
        1    0.000    0.000    0.000    0.000 _util.py:566(_FunctionWrapper)
        1    0.000    0.000    0.000    0.000 _helpers.py:685(_dask_device)
        1    0.000    0.000    0.000    0.000 _stats_py.py:4297(PearsonRResult)
        1    0.000    0.000    0.000    0.000 _typing.py:118(DTypesSigned)
        1    0.000    0.000    0.000    0.000 pytables.py:2357(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:5418(Selection)
        1    0.000    0.000    0.000    0.000 pytables.py:4422(WORMTable)
        1    0.000    0.000    0.000    0.000 xml.py:538(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 ops.py:191(Constant)
        1    0.000    0.000    0.000    0.000 pprint.py:80(_safe_key)
        1    0.000    0.000    0.000    0.000 _json.py:1356(SeriesParser)
        1    0.000    0.000    0.000    0.000 readers.py:460(_C_Parser_Defaults)
        1    0.000    0.000    0.000    0.000 _json.py:325(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 groupby.py:731(GroupByPlot)
        1    0.000    0.000    0.000    0.000 __init__.py:176(FastLookup)
        1    0.000    0.000    0.000    0.000 info.py:1032(_SeriesTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 common.py:1059(_IOWrapper)
        1    0.000    0.000    0.000    0.000 common.py:1088(_BytesIOWrapper)
        1    0.000    0.000    0.000    0.000 format.py:1672(_Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 gzip.py:502(_GzipReader)
        1    0.000    0.000    0.000    0.000 parse.py:323(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:190(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 ops.py:20(BlockPairInfo)
        1    0.000    0.000    0.000    0.000 common.py:97(IOArgs)
        1    0.000    0.000    0.000    0.000 extension.py:160(NDArrayBackedExtensionIndex)
        1    0.000    0.000    0.000    0.000 multi.py:168(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 accessor.py:26(BaseAccessor)
        1    0.000    0.000    0.000    0.000 string_arrow.py:554(ArrowStringArrayNumpySemantics)
        1    0.000    0.000    0.000    0.000 floating.py:56(FloatingArray)
        1    0.000    0.000    0.000    0.000 selectors.py:330(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:281(SelectSelector)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 config.py:81(DeprecatedOption)
        1    0.000    0.000    0.000    0.000 config.py:458(option_context)
        1    0.000    0.000    0.000    0.000 __init__.py:57(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:394(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 threading.py:449(Semaphore)
        1    0.000    0.000    0.000    0.000 introspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:98(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:98(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:850(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1436(exec_module)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.bin}
        1    0.000    0.000    0.000    0.000 array_exprs.py:332(_EraseInvalidLineRanges)
        1    0.000    0.000    0.000    0.000 parfor.py:3053(ParforPreLoweringPass)
        1    0.000    0.000    0.000    0.000 old_builtins.py:763(NPTimedeltaAttribute)
        1    0.000    0.000    0.000    0.000 parfor.py:2891(ParforPass)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1088(LiftedLoop)
        1    0.000    0.000    0.000    0.000 event.py:258(TimingListener)
        1    0.000    0.000    0.000    0.000 pythonapi.py:24(_Registry)
        1    0.000    0.000    0.000    0.000 controlflow.py:59(_DictOfContainers)
        1    0.000    0.000    0.000    0.000 old_models.py:157(OmittedArgDataModel)
        1    0.000    0.000    0.000    0.000 pythonapi.py:55(_BoxContext)
        1    0.000    0.000    0.000    0.000 controlflow.py:39(Loop)
        1    0.000    0.000    0.000    0.000 functions.py:62(_ResolutionFailures)
        1    0.000    0.000    0.000    0.000 utils.py:674(_RedirectSubpackage)
        1    0.000    0.000    0.000    0.000 abstract.py:305(IterableType)
        1    0.000    0.000    0.000    0.000 containers.py:361(StarArgTuple)
        1    0.000    0.000    0.000    0.000 errors.py:533(NumbaError)
        1    0.000    0.000    0.000    0.000 value.py:457(_ArgumentsIterator)
        1    0.000    0.000    0.000    0.000 instructions.py:315(SelectInstr)
        1    0.000    0.000    0.000    0.000 utils.py:771(_LazyJSONEncoder)
        1    0.000    0.000    0.000    0.000 fourier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 morestats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 value.py:413(_AttributeIterator)
        2    0.000    0.000    0.000    0.000 builder.py:114(_uniop_intrinsic_with_flag)
        1    0.000    0.000    0.000    0.000 error.py:4(Mark)
        1    0.000    0.000    0.000    0.000 _multivariate.py:7252(normal_inverse_gamma_frozen)
        1    0.000    0.000    0.000    0.000 doccer.py:23(Decorator)
        1    0.000    0.000    0.000    0.000 bdf.py:72(BDF)
        1    0.000    0.000    0.000    0.000 lsoda.py:7(LSODA)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:26(HessianLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:593(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:639(_AdjointLinearOperator)
        1    0.000    0.000    0.000    0.000 _csc.py:179(csc_array)
        1    0.000    0.000    0.000    0.000 pydoc.py:452(ErrorDuringImport)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 sql.py:2468(SQLiteTable)
        1    0.000    0.000    0.000    0.000 resample.py:2027(TimedeltaIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 gzip.py:125(BadGzipFile)
        1    0.000    0.000    0.000    0.000 indexing.py:110(_IndexSlice)
        1    0.000    0.000    0.000    0.000 nanops.py:67(disallow)
        1    0.000    0.000    0.000    0.000 printing.py:499(PrettyDict)
        1    0.000    0.000    0.000    0.000 dtypes.py:149(CategoricalDtypeType)
        1    0.000    0.000    0.000    0.000 _tzpath.py:184(InvalidTZPathWarning)
        1    0.000    0.000    0.000    0.000 _typing.py:303(WriteExcelBuffer)
        1    0.000    0.000    0.000    0.000 _iotools.py:132(LineSplitter)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:45(PytestTester)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._make_thread_handle}
