,alpha_001,alpha_002,alpha_003,alpha_004,alpha_005,alpha_006,alpha_007,alpha_008,alpha_009,alpha_010,alpha_011,alpha_012,alpha_013,alpha_014,alpha_015,alpha_016,alpha_017,alpha_018,alpha_019,alpha_020,alpha_021,alpha_022,alpha_024,alpha_026,alpha_027,alpha_028,alpha_029,alpha_031,alpha_032,alpha_033,alpha_034,alpha_035,alpha_036,alpha_037,alpha_038,alpha_039,alpha_040,alpha_041,alpha_042,alpha_043,alpha_044,alpha_045,alpha_046,alpha_047,alpha_048,alpha_049,alpha_050,alpha_051,alpha_052,alpha_053,alpha_054,alpha_055,alpha_056,alpha_057,alpha_058,alpha_059,alpha_060,alpha_061,alpha_062,alpha_063,alpha_064,alpha_065,alpha_066,alpha_067,alpha_068,alpha_069,alpha_070,alpha_071,alpha_072,alpha_073,alpha_074,alpha_075,alpha_076,alpha_077,alpha_078,alpha_079,alpha_080,alpha_081,alpha_082,alpha_083,alpha_084,alpha_085,alpha_086,alpha_087,alpha_088,alpha_089,alpha_090,alpha_091,alpha_092,alpha_093,alpha_094,alpha_095,alpha_096,alpha_097,alpha_098,alpha_099,alpha_100,alpha_101,alpha_102,alpha_103,alpha_104,alpha_105,alpha_106,alpha_107,alpha_108,alpha_109,alpha_110,alpha_111,alpha_112,alpha_113,alpha_114,alpha_115,alpha_116,alpha_118,alpha_119,alpha_120,alpha_121,alpha_122,alpha_123,alpha_124,alpha_125,alpha_126,alpha_127,alpha_128,alpha_129,alpha_130,alpha_131,alpha_132,alpha_133,alpha_134,alpha_135,alpha_137,alpha_138,alpha_139,alpha_140,alpha_141,alpha_142,alpha_144,alpha_145,alpha_146,alpha_147,alpha_148,alpha_150,alpha_151,alpha_152,alpha_153,alpha_154,alpha_155,alpha_156,alpha_157,alpha_158,alpha_159,alpha_160,alpha_161,alpha_162,alpha_163,alpha_164,alpha_165,alpha_166,alpha_167,alpha_168,alpha_169,alpha_170,alpha_171,alpha_172,alpha_173,alpha_174,alpha_175,alpha_176,alpha_177,alpha_178,alpha_179,alpha_180,alpha_181,alpha_182,alpha_183,alpha_184,alpha_185,alpha_186,alpha_187,alpha_188,alpha_189,alpha_190,alpha_191
alpha_036,-0.05306,-0.00041,0.36121,-0.04662,-0.06525,-0.07483,-471357.45818,-0.20337,0.00000,256.26762,6147924.64857,-0.54871,-0.00541,0.26406,0.00022,-0.04119,-1177064796152874473924329981420556211095913654409219834420445115732496101345206510301401804311291150697545673388377947416927138179709821632195349586004096783290589889103541747357099150943097751010814233002647045486674552917875317846874068607555211828762556606302591993672356920819712.00000,0.00376,0.00367,0.48572,0.03275,0.00047,-0.11137,-0.18379,-0.16709,3.37820,318417.25306,0.30937,-0.02092,-0.05600,-0.00316,-0.01861,0.24955,-0.03009,-0.05205,-0.03948,-0.43845,-0.03610,-0.01674,14178788.31082,0.04436,0.01210,-0.00205,-0.61104,-0.00361,-0.00598,0.01195,0.00598,-1907.00782,0.43158,-0.00438,-1.68562,-0.01777,1.71501,0.21800,5.19094,4896430.28398,-0.02137,-0.07001,1.41096,-0.03805,-0.00191,0.19015,-0.20240,0.00000,0.02037,-17129211.53941,-0.22546,-0.31992,-0.01788,-0.08037,-0.00057,0.00026,-0.00266,8.05239,0.62016,2.99137,118521.53209,-0.21573,-0.05046,-6375308.65324,-0.01888,-0.04863,-0.04380,-0.15368,0.05387,-0.06715,-0.00520,-0.01606,-0.04910,-4140330.45079,794101.19868,0.88341,-236586.02910,-0.16703,-0.05152,14539.12273,-0.01097,0.30808,-0.26100,-0.03676,-0.01536,-0.09902,-0.00470,0.00074,0.00413,0.78277,-432070.63733,1.35153,-0.01389,-0.07642,-0.03176,0.00405,-0.60979,-0.01835,-0.12023,-0.01787,0.00002,-0.02346,0.11401,-0.11292,-0.35668,0.01439,0.29902,0.07136,-0.25464,0.01111,7446932.99747,-0.50650,-127239.68061,0.00132,1.33121,-0.01516,-0.01729,-0.00645,-0.00554,-0.01337,0.00000,0.35761,0.00481,0.01404,-0.03369,-16074594.26303,0.07841,0.00027,-0.21339,-0.00464,158404.73734,-0.00639,-0.01794,-0.00021,-3.60443,0.00537,-0.00455,0.03610,-0.00920,3078.68997,0.02314,-60.63142,-0.05424,-0.01650,-0.00352,-0.04754,-0.08428,-0.18805,0.00000,-0.01712,288412767.67056,0.07722,-0.40792,-0.00108,0.02480,-1.44679,0.00002,-0.00052,0.00201,-0.01712,-0.00520,-0.21848,0.08706,0.00034,0.00233,1.26406,-0.00872
alpha_037,0.03208,0.00564,-0.57014,0.06802,0.00790,0.13389,476593.27028,0.42449,-0.00000,426.03888,-13926045.08999,1.23429,0.01410,-0.52404,-0.00036,0.00627,15109739367398470500817930796621390153032099381688548662648662686139407314894957687069366863472356952372774649376070608151952540308812546833722478111799072076378689329634874819832246946103238592645962994770713966239278794514689404577041888281635342466955882120773319401430035988480.00000,-0.00818,-0.00769,-0.75611,-0.03396,-0.00100,0.11060,0.39595,-0.01084,-6.22562,-809932.88487,-0.52066,0.02448,0.08256,0.00505,0.02552,-0.03009,0.10330,0.17165,0.07966,-0.32845,0.04681,0.01087,-24035639.93568,-0.10374,-0.02852,0.00317,0.37518,0.01132,0.00059,-0.00117,-0.00059,881.72533,-0.35497,0.01869,-3.91116,0.03346,-2.18081,0.18426,1.58252,1066963.40732,0.03506,0.00718,-1.98789,0.00865,0.00418,-0.42353,0.29682,-0.00000,0.03338,11227002.07001,0.18425,0.00547,-0.00630,0.01711,0.00073,-0.00098,0.00466,-12.60578,-0.75894,-6.07716,-459678.79203,-0.05512,0.01152,-6994002.48594,0.02588,0.10932,0.07980,-0.23434,-0.04821,0.01585,0.01424,0.03315,-0.02890,3185599.59675,-4774139.99184,-0.15840,-8913.46744,0.28350,0.01893,-215189.88013,-0.00706,-0.69767,-2.28330,0.01876,-0.01340,-0.14966,0.01393,-0.00099,-0.00726,0.82750,1381455.86963,-0.90465,0.00883,0.23835,-0.00014,-0.02895,-0.57352,-0.00480,0.10614,0.03082,-0.00009,0.00884,-0.21184,0.16104,0.04473,-0.19179,0.49864,0.02032,0.02223,-0.02204,-15722081.90907,-4.02273,410419.46626,-0.00211,-2.90186,0.01577,0.00410,0.01637,0.00754,0.02164,-0.00000,0.48091,-0.01131,-0.04639,0.02432,43986941.92650,-0.11670,-0.00056,-0.22366,0.00226,-371061.05282,0.00598,0.04393,0.00049,-13.82556,-0.00454,-0.02523,-0.06753,0.02493,8888.10906,0.02751,-50.69752,0.14067,0.03265,0.01110,0.09135,0.29480,0.97921,-0.00000,0.03260,-217772111.61032,-0.01610,0.45407,0.00637,-0.01031,2.55305,-0.00025,0.00055,0.03187,0.03260,0.01864,1.06427,0.18064,-0.00102,-0.00240,-3.62080,0.02854
alpha_038,0.11779,-0.15626,-23.81764,0.26653,0.05191,0.46982,25615222.49972,19.56299,-0.00002,-60284.60701,-27913949.21560,311.37145,0.45268,-22.71641,-0.00533,0.06827,-167125919699987362747647477994909144397802323311124305548053203516613136641047293884650225465044040229461233313686125349901124576087184027708180539966539101134540750871182163578474322114537817701417766400683074923148403692876004343957205902225905629457829931335158001238914514942951424.00000,-0.06246,-0.05312,-6.31216,-1.05050,-0.00587,6.97862,14.68323,3.01000,-21.44443,-3520815.68056,-5.28326,0.10825,2.43870,0.04584,0.10665,-0.05205,0.17165,18.75814,0.22292,15.28060,0.13659,0.11694,-47900118.19748,-0.23710,-0.22094,0.04110,4.64356,0.06437,0.08902,-0.17805,-0.08902,14931.94435,-5.11537,0.12792,490.64957,0.11576,-10.49429,-3.48282,-1744.06920,-30727049.95682,0.14686,0.11552,-13.61237,0.03113,0.03845,-4.15270,6.01244,-0.00001,-1.43634,577632410.93259,6.52401,3.12645,-0.05337,0.05646,0.01541,-0.01064,0.02525,-64.45150,-8.87884,-37.34396,-12040364.64321,2.53812,0.06711,39943011.48356,0.07483,0.54206,0.21421,7.75775,-3.10630,0.07119,0.05818,0.17481,-10.29932,47647480.08074,459860086.85001,-5.01922,-4044866.78293,15.24006,0.07936,-5774915.61294,0.04843,-7.06320,3.51985,0.08640,0.03398,23.70310,0.11410,0.10575,-0.08914,-27.62493,3749902.25567,-18.09751,0.09544,9.94703,-0.00861,0.61392,27.50614,-0.03936,0.64428,0.11807,0.00018,0.09578,-10.86097,0.50766,99.92285,-0.15380,-6.56047,-27.34626,0.13740,-0.16751,1200282640.16383,14.95550,3715980.19179,0.02249,-192.65536,0.08336,0.07354,0.04439,0.02446,0.11112,0.00000,-3.26755,-0.16612,0.19332,0.17152,2545509390.34517,6.87777,0.00071,93.29773,0.02887,-862475.39315,0.00897,0.05478,0.01743,804.36590,-2.89338,4.93715,-0.24923,0.14313,18728.32623,0.05716,99.52652,-6.27183,0.32456,-0.01849,0.32095,2.52786,-1.50080,-0.00000,0.21105,-1718179835.48695,-0.11056,151.85792,-0.00468,-0.06908,17.71932,-0.00033,-0.01680,0.27386,0.21105,0.04893,-1.63443,-37.36659,-0.00612,-0.08327,-21.78080,0.15713
alpha_039,0.02447,-0.02929,-0.67872,0.12300,0.00073,0.16043,305833.60954,0.52070,-0.00000,-864.75392,-19570692.82019,1.10317,0.01849,-0.57093,-0.00035,0.00219,-779040045175485599130307953402247255010513212129964835863380584244688168977889167387483717655174632275690511253835468171618950778456096374784.00000,-0.00821,-0.00783,-0.81077,-0.01554,-0.00119,0.06626,0.50155,-0.14000,-6.88306,-781033.78356,-0.48562,0.03879,0.12167,0.00474,0.03617,-0.03948,0.07966,0.22292,0.23321,0.21988,0.05449,0.01010,-29863528.49384,-0.09981,-0.03250,0.00313,0.24566,0.01357,-0.00288,0.00577,0.00288,3164.74320,-0.24234,0.01563,-6.59746,0.02274,-1.96325,0.13589,-33.90346,-1410560.80479,0.03598,0.00905,-2.25743,0.00961,0.00474,-0.47817,0.35683,-0.00000,0.01367,10276542.90767,0.11776,-0.07194,-0.00558,0.04254,0.00188,0.00113,0.01783,-13.52418,-0.84454,-4.68454,-2222815.73096,-0.10223,0.01308,-8570447.91521,0.04448,0.08560,0.09232,-0.33969,-0.01576,0.02105,0.03199,0.04834,-0.39566,9322806.59695,2844176.61704,0.49665,-1075014.54728,0.35186,0.02057,-1292440.11567,0.00565,-0.58117,-2.50687,0.01763,-0.01174,-0.19363,0.02177,-0.00094,-0.00385,1.06669,2049318.71265,-0.05369,0.00925,0.20944,0.00191,-0.03466,-0.85006,0.01070,0.12454,0.03115,-0.00010,0.00314,-0.23674,0.17824,1.78516,-0.28489,0.34091,-0.21239,-0.04093,-0.02299,18971756.85730,-4.48460,145956.15344,-0.00149,-3.48811,0.03260,0.01539,0.03212,0.01734,0.02324,0.00000,1.91509,-0.00425,-0.04941,0.09301,66037598.14328,-0.00225,-0.00063,1.58192,0.01771,-248829.44946,0.00018,0.05666,0.00045,6.93415,-0.06212,0.06258,-0.07267,0.02712,20.28654,-0.01055,-147.50554,-0.20052,0.02199,0.01400,0.11287,0.24413,0.23997,0.00000,0.03357,-2428168671.41974,-0.01523,1.04128,0.01417,-0.01353,3.27918,-0.00024,-0.00041,-0.05771,0.03357,0.01941,0.42496,-0.51961,-0.00099,-0.00251,-2.74353,0.02717
alpha_040,5.52385,0.17849,-65.09383,7.99037,4.41324,11.93135,86546753.40505,36.56405,-0.00002,-59604.34070,-1449509870.09505,175.14105,1.26032,-45.38544,-0.03102,3.40263,79403304481580031712187799116024645918054480157436210208504988280967114091601670407723104857978930309700793618237001302581981140490541178108618160655676586225025997110203996311540490130275888168671386387010173933459799370016381238659658363193965933764511677241525957870730307069542400.00000,-0.70719,-0.65128,-83.47651,-8.29274,-0.02025,40.75200,40.71875,115.10985,-500.06200,-98127967.90559,-73.86433,0.59045,18.57791,0.70922,1.69267,-0.43845,-0.32845,15.28060,0.21988,2429.84284,1.20515,4.20825,-3831377527.88997,-1.31426,-0.45013,0.64840,356.54843,0.32346,4.70429,-9.40857,-4.70429,1792809.79328,-381.99900,0.72891,3540.17837,1.93624,-481.90341,-374.35229,-3464.88247,-4553339459.46508,-0.21210,3.82975,-444.89990,0.43007,0.34486,-35.67326,285.44112,-0.00002,-57.82427,6437687312.09575,145.71783,306.06644,0.95151,0.22544,1.19272,0.41235,0.56360,-1608.20081,-393.05882,-212.34103,6050815.62361,268.09952,0.12146,11690797957.22239,1.54101,3.68662,0.69945,253.35022,-11.77316,0.56166,-0.15070,-0.58307,-1.69196,15315392976.72946,7629473752.25154,-472.82412,69444784.45262,37.68166,0.12207,65399417.65605,1.34945,-26.93480,777.81122,0.17235,4.36724,155.58338,0.07080,0.47271,-1.37145,-1303.63057,18318868.60293,-890.87938,2.16154,16.07927,-0.50118,7.70493,1151.06693,0.10156,29.83965,1.22775,0.03283,0.66719,-18.99806,-1.43459,254.16779,30.78729,-419.63307,-119.32224,2.99790,-0.13734,16207476155.36393,1563.26099,167743363.26145,1.30343,-220.38548,2.49234,3.17997,-0.65842,0.83981,0.55810,0.00000,-146.00615,-0.46010,7.41704,3.15732,21538747833.15096,80.36865,0.24287,212.70010,2.09950,-3594147.17853,0.34436,-0.19563,0.23412,37031.98542,-12.16465,21.83538,-2.50954,0.36595,-123463.10330,2.48080,-24621.28115,-20.45634,1.99440,-1.88462,5.74730,24.63601,-238.91810,-0.00000,0.21083,-264862300209.51138,-5.26535,419.23489,0.32187,-0.69947,396.63442,0.05189,-1.33853,0.90109,0.21083,0.25796,-229.34090,-194.38363,0.21944,-0.16058,108.98497,0.50832
alpha_041,0.05573,-0.02098,-0.76854,0.06756,0.02605,0.16844,661714.28411,0.45889,-0.00000,211.09442,-17252265.72526,1.67151,0.00635,-0.56454,-0.00027,0.01529,-540783614120344408455142025858726664080349015304262001140126979038853788981072073301706426526984030831510322454049196409995812954882250896397268583124287809225251202713216208870036342284169313305790375924045501005902545247109136678636308837079873017779257097556309092488365975011328.00000,-0.00860,-0.00808,-1.01431,-0.08305,-0.00098,0.31300,0.37178,0.63039,-7.54675,-981950.93947,-0.69276,0.01118,0.13014,0.00672,0.04473,-0.03610,0.04681,0.13659,0.05449,1.20515,0.10562,0.03051,-32864754.46913,-0.10459,-0.02412,0.00447,1.77347,0.01153,0.02458,-0.04915,-0.02458,-272.06557,-1.38918,0.01213,7.53185,0.05142,-4.31774,-0.50385,6.96304,-11634510.75795,0.04999,0.01758,-3.03777,0.01612,0.00379,-0.38804,0.80713,-0.00000,-0.12696,36759713.52671,0.66819,0.92842,0.01895,0.03019,0.00144,-0.00021,0.01437,-16.62889,-1.65239,-5.75406,279341.23135,0.61291,0.01645,17125983.37751,0.01947,0.10231,0.09197,0.53453,-0.15909,0.02587,0.00483,0.03047,0.24527,12551718.87977,1354449.00245,-2.70323,903149.92846,0.30025,0.02278,51633.17876,0.00703,-0.81699,0.38585,0.00834,0.00121,0.32060,0.00584,-0.00505,-0.01978,-2.82310,177275.95808,-4.66694,0.00796,-0.00390,0.00435,0.01243,2.52103,0.00299,0.19939,0.04423,-0.00002,0.00534,-0.05335,0.27739,0.13521,0.10130,-1.57923,-0.32502,0.06839,-0.00512,-19320739.13584,2.74641,982116.52931,-0.00254,-1.69613,0.06429,0.00862,0.01588,0.00986,0.01211,-0.00000,-2.20940,-0.00721,-0.01299,0.09016,82440537.01071,-0.15137,-0.00076,-0.25891,0.00573,-615481.06121,0.02069,0.04618,0.00100,62.39115,0.00198,-0.00290,-0.06880,0.00566,4970.07298,0.04084,154.35810,0.26125,0.05182,0.00478,0.08975,0.08237,-0.59446,0.00000,0.02644,-324569858.16689,-0.03918,1.50379,-0.00162,-0.01412,3.49904,-0.00026,-0.00001,0.02069,0.02644,0.00209,0.07443,0.08234,-0.00072,-0.00775,-3.83790,0.01628
alpha_042,0.04212,-0.00675,-0.36058,0.03128,0.04856,0.06191,1072954.15717,0.26732,-0.00000,820.68234,-5252855.84141,1.22771,0.00296,-0.32210,-0.00024,0.05598,-1122094485496119502183474483318767460265441153433446665886380231984479611252703799062349141493122998828567457558836999346799561195748112924531470003266902963688929147167663054072726979988506317368844222861236134547874735555496071083546534222259918333327412981999426264441525582692352.00000,-0.00544,-0.00494,-0.62896,-0.04950,-0.00043,0.22357,0.27731,0.63857,-1.84289,-962482.06368,-0.50275,-0.00253,0.10545,0.00480,0.03479,-0.01674,0.01087,0.11694,0.01010,4.20825,0.03051,0.09803,-17286897.64503,-0.06021,-0.01251,0.00387,1.00756,0.00509,0.02393,-0.04785,-0.02393,5297.62279,-0.95890,0.01819,14.09134,0.01911,-1.63342,-0.73401,13.71333,-7270294.53820,0.02067,0.05620,-2.07317,0.01219,0.00255,-0.26395,1.04666,-0.00000,-0.22417,48009960.05344,0.75040,0.74060,0.04956,0.02637,0.00191,0.00527,0.00046,-10.75799,-1.64240,-4.06284,1594060.60845,0.58890,0.00991,29985528.50993,0.01654,0.04845,0.02918,1.02941,-0.10275,0.01993,-0.00670,0.00952,0.30623,30436496.64154,32307122.61947,-1.52868,2067669.16536,0.16617,0.00886,1243196.79842,0.03047,-0.43016,2.37689,0.00538,0.07138,0.59454,0.00147,0.00011,-0.01396,-5.96813,119815.59525,-4.34342,0.01314,0.02460,-0.00738,0.03062,4.52237,0.00215,0.11349,0.01151,0.00009,0.02426,-0.08607,0.07809,-0.24963,0.19202,-1.84556,-0.38621,0.07922,-0.00043,28091383.54662,7.12314,1256939.56607,0.00205,-1.42202,0.02632,0.09051,0.00259,0.02042,0.00389,0.00000,-2.32587,-0.00437,0.02120,0.05435,103113375.49994,0.10368,0.00032,-0.49753,0.00536,-367222.92883,0.01217,0.01058,0.00112,104.48716,0.00479,0.02422,-0.01684,0.00252,-3493.65416,0.05634,85.60775,0.14992,0.03904,-0.00454,0.05092,0.04402,-0.87498,0.00000,0.01492,-851290682.14922,-0.04367,1.29204,-0.00365,-0.01502,3.51908,0.00035,-0.00575,0.05155,0.01492,-0.00129,-0.59803,-0.22865,0.00032,-0.00377,-0.95746,0.00984
alpha_043,-30645784.53270,-950833.84530,266717636.30465,-49307691.70205,-16603765.00103,-95065932.03798,-502675049570111.93750,-137922651.36032,9.57278,-356629605559.06079,34110581183132312.00000,-206232693.43582,-3244462.65299,171670518.36165,277508.94577,-11772744.11241,379446691514329532317968986077965997739361012404705144998846979424796096961192958509318922999461223414426683310516166974623560205298622493229291476161661202363690528643524002730180150913315790394834660553421755463179709238569011316090091945674062824528602600416571514390638750803872746307584.00000,6402247.11325,5820362.64202,773338501.58879,21187482.88991,633727.91698,-90506428.76642,-144272700.06219,-522347258.93646,4425012772.67595,3063407667674407.00000,541477719.53913,-8469186.23560,-39433979.42364,-5092448.47999,-22201020.16155,14178788.31082,-24035639.93568,-47900118.19748,-29863528.49384,-3831377527.88997,-32864754.46913,-17286897.64503,91977265567493488.00000,48025329.42237,21361061.99990,-3759916.85397,-1408745483.96876,-8706689.70632,-18237788.46469,36475576.93559,18237788.44678,-3674087961547.44971,1509578481.98509,-8871719.38405,-4091070890.24936,-22142826.78099,2749816715.17699,887754553.40499,-11984037277.27796,35317777920867876.00000,-24110247.64556,-9295923.32785,2332179377.17162,-6569220.91068,-3043195.41675,315026664.59197,-896904123.80840,4.28626,170987109.76658,-36937636289047992.00000,-629933076.98043,-950953226.99551,-1202685.22158,-15227099.53711,-2982606.81739,-201855.18586,-4908679.28001,10334738484.41732,1500926693.41797,4181831334.30425,-3436164846555696.00000,-753986941.87815,-4058648.85641,-86687265475247248.00000,-13017141.24568,-46522128.10050,-45643747.64853,-751296056.48591,40337066.03999,-10482826.66938,-4180492.10975,-17887126.60052,-133359864.13244,-95089994317475120.00000,-20929764725312220.00000,1912218682.23469,-2451702787572737.50000,-117958594.71534,-6637206.02074,-1671879593615246.25000,485210.76188,541869824.49179,-1554331151.70000,-3753707.98165,-6652511.24697,-178653467.03823,-5164082.34668,1289807.12340,10478533.66933,3878670663.68900,-1433337767629131.00000,3687363771.17387,-6915733.13669,-58717446.93882,3210760.84278,-6554817.62254,-3157435113.69550,7266392.39314,-153829335.34126,-18398014.81783,-62108.78820,-533392.31881,42850119.33042,-101680448.84675,509766943.48204,-108602473.00796,1460081916.69970,65753483.03674,-10594147.12184,5876424.71769,-27161945683522188.00000,-3611217154.86718,-3349488759441267.50000,-779236.38054,808837362.38828,-32293597.28319,-12471872.34243,-5718757.60107,-3653015.21646,-10848645.86542,-0.00013,814656390.21343,7762234.37144,-1156562.89373,-26487736.31610,-129225184335969776.00000,-19385080.96630,-49527.79694,539991870.05778,-2544858.22054,1159096916414129.75000,-6847171.67073,-11309357.20247,-944784.71533,-60046360802.81171,-1593922.16704,11152258.39772,40075797.47775,-12812375.02465,1434833179724.37280,-26635446.72261,-85073110800.72607,-123239971.25203,-30734939.20205,-20340.58560,-57678704.37342,-103677028.00393,687467444.43121,1.89982,-26504831.90772,931438346065791872.00000,19891859.85612,-384417434.51793,-2050221.87215,6371171.09344,-2548352463.43153,70918.10423,1878106.68314,-10267923.94598,-26504831.90772,-7845046.47328,338797393.78580,-29868248.70412,60419.81080,3113018.27732,1721780114.79532,-14781255.69622
alpha_044,-0.08198,0.03248,1.13032,-0.11249,-0.03390,-0.24708,-792068.97053,-0.77758,0.00000,-166.77428,26144727.45947,-2.71627,-0.00956,0.90478,0.00044,-0.03486,-372398634869865757342992704716576082886442349743154622710249019335454911189427537409984096257340987535809475511597679195416457111121316085738712443078397045354857196898956742601075138567158830889089083341782701776780505782691284814316179358938571275069223672522861250281729194721280.00000,0.01397,0.01312,1.55610,0.10718,0.00176,-0.39029,-0.73735,-0.67678,10.95941,1576014.15092,1.03894,-0.02555,-0.20115,-0.01009,-0.07482,0.04436,-0.10374,-0.23710,-0.09981,-1.31426,-0.10459,-0.06021,48025329.42237,0.39831,0.03959,-0.00645,-2.02322,-0.01652,-0.03044,0.06087,0.03044,-661.96254,1.60590,-0.01693,-3.99066,-0.07123,5.69370,0.28595,-3.61294,8465821.78120,-0.07719,-0.01845,4.21321,-0.02334,-0.00636,0.64336,-0.92496,0.00000,0.09592,-28803413.27861,-0.77960,-0.90017,-0.01955,-0.04080,-0.00100,-0.00111,0.00184,26.36940,2.13562,8.00830,878120.64081,-0.51853,-0.01533,-7090092.93918,-0.03746,-0.19129,-0.15216,-0.22176,0.20001,-0.03698,0.00410,-0.04844,-0.20463,-10451066.42314,8953498.32409,3.06085,-342417.01645,-0.50215,-0.02487,259257.85530,-0.01316,0.99666,0.26391,-0.01799,-0.00281,-0.16697,-0.01520,0.01818,0.01746,1.70178,-478985.43806,5.90987,-0.00925,0.00924,0.01681,0.00786,-1.48599,0.02223,-0.20229,-0.05433,0.00009,-0.01627,0.03370,-0.40791,-0.48536,-0.01953,1.75023,0.21749,-0.09062,0.01445,43990884.28401,-1.17211,-1239901.88975,0.00522,2.81462,-0.07337,-0.04135,-0.00421,-0.04967,-0.02014,0.00000,0.79681,0.01496,0.04577,-0.09856,-69254153.80848,0.28297,0.00127,0.19313,-0.00652,752196.52105,-0.02630,-0.07183,-0.00070,3.54138,0.00027,0.03422,0.10866,-0.01007,-3497.86568,-0.02568,-178.99218,-0.42831,-0.05747,-0.01200,-0.16094,-0.13548,-0.49607,-0.00000,-0.03043,889177986.90076,0.04288,-1.45569,0.02177,0.03241,-6.13137,0.00020,-0.00033,-0.08670,-0.03043,-0.00313,-1.18917,-0.18785,0.00127,0.00166,6.29142,-0.04710
alpha_045,-0.01797,-0.01475,0.46394,-0.03517,-0.00448,-0.05486,-452198.95956,-0.31099,0.00000,-338.16233,11752815.08092,-0.38825,-0.02257,0.37387,0.00073,-0.00703,2348067993949634221254299010228771007938962431850656074318028755770734707435049764475860764789624083585043232434390381258221518097182878122711225742764557269592219541266677083311651539391697562411738050619642479121416849114242058685505726726849845585187405501179907265765658859667456.00000,0.00534,0.00498,0.57412,0.01999,0.00056,-0.08748,-0.33166,-0.20182,3.67602,802266.20894,0.47887,-0.01457,-0.08473,-0.00458,-0.01749,0.01210,-0.02852,-0.22094,-0.03250,-0.45013,-0.02412,-0.01251,21361061.99990,0.03959,0.07610,-0.00359,-0.42998,-0.01013,-0.01062,0.02124,0.01062,-653.62690,0.68496,-0.02619,0.84941,-0.01901,1.61819,0.13947,-13.06340,4708479.75493,-0.03139,-0.01356,2.02108,-0.00647,-0.00368,0.37661,-0.39873,0.00000,0.01657,-8159496.37144,-0.39540,-0.11393,0.00041,-0.01887,-0.00026,-0.00052,-0.00823,9.13763,0.94843,4.40345,-6758.40871,-0.01862,-0.00848,-4350393.15518,-0.01467,-0.07892,-0.04208,-0.14513,0.07291,-0.01410,-0.01653,-0.02523,-0.17726,-1938115.31068,11611480.00501,0.58928,-391434.34179,-0.27615,-0.01143,67497.90125,0.00114,0.80579,0.37602,-0.00877,0.00168,0.00619,-0.02005,-0.01340,0.00784,1.06241,-1843905.50400,2.46572,-0.00723,-0.34816,0.00627,0.00840,-0.84399,0.00707,-0.13855,-0.02105,0.00004,-0.00438,0.30973,-0.07337,0.41038,-0.05194,0.70857,-0.02260,0.01245,0.02669,43393261.16859,-0.13753,-814080.97711,0.00301,4.45635,-0.02408,-0.00486,-0.01129,-0.00867,-0.02366,0.00000,0.22526,0.00932,0.02309,-0.03769,-48577943.06907,0.19921,0.00065,0.61477,-0.00354,371002.63256,-0.00153,-0.01134,-0.00060,6.29921,-0.01738,0.05345,0.05098,-0.03942,-660.09159,-0.02662,-54.86664,-0.34192,-0.03642,-0.00578,-0.06361,-0.36500,-0.05914,0.00000,-0.04382,244641041.42213,0.01736,-0.36085,-0.01486,0.01127,-2.48846,-0.00003,0.00037,-0.01414,-0.04382,-0.02403,-0.36000,-0.45742,0.00082,0.00745,3.12524,-0.02668
alpha_046,0.00561,0.00128,-0.13083,0.00856,0.00348,0.01524,172634.17733,0.08854,-0.00000,-27.23242,-1861917.83811,0.47382,0.00269,-0.10863,-0.00009,0.00254,23267950183455546976550969102319966040451505012147222963770578023358686741391588597568560822895102024479062487445723912288316307304437568764346729363309125701602521029426888027112539716789543034311711525127641395947732466210238872333443779248039784847077792765049925632372470972416.00000,-0.00135,-0.00123,-0.14871,-0.01354,-0.00011,0.06300,0.07074,0.12965,-0.74093,-184899.30195,-0.12388,0.00218,0.01857,0.00119,0.00369,-0.00205,0.00317,0.04110,0.00313,0.64840,0.00447,0.00387,-3759916.85397,-0.00645,-0.00359,0.00098,0.27261,0.00121,0.00413,-0.00825,-0.00413,345.29360,-0.22407,0.00264,4.00323,0.00384,-0.50137,-0.15585,-0.85001,-2965755.52158,0.00343,0.00357,-0.47111,0.00116,0.00074,-0.07567,0.21450,-0.00000,-0.04106,6322678.88196,0.17227,0.19412,0.00120,0.00301,0.00055,0.00035,0.00116,-2.02930,-0.33024,-0.57485,186317.50943,0.15506,0.00144,5741910.40928,0.00233,0.01120,0.00616,0.23574,-0.02723,0.00228,0.00120,0.00281,0.03392,6085757.59290,4626711.31456,-0.38159,142007.36160,0.06434,0.00179,98120.45486,0.00084,-0.09361,0.43347,0.00152,0.00196,0.17735,0.00134,0.00082,-0.00185,-0.96480,140287.57675,-0.80960,0.00226,0.04698,-0.00012,0.00793,0.79096,-0.00023,0.03225,0.00315,0.00002,0.00115,-0.04410,0.01301,0.17356,0.03580,-0.30277,-0.12824,0.00488,-0.00196,8046910.99976,0.94950,244547.70487,0.00050,-0.69906,0.00492,0.00214,0.00073,0.00087,0.00221,0.00000,-0.22009,-0.00159,0.00516,0.00787,24093079.24004,0.04494,0.00008,0.09956,0.00113,-46539.97753,0.00057,0.00137,0.00019,11.53042,-0.00778,0.01370,-0.00683,0.00273,12.60588,-0.00048,11.09863,0.02907,0.00527,-0.00099,0.01007,0.04515,-0.17758,-0.00000,0.00526,-45733715.21719,-0.00458,0.54930,0.00117,-0.00126,0.43543,0.00000,-0.00018,0.00053,0.00526,0.00194,-0.13232,-0.12223,0.00008,-0.00036,-0.19934,0.00261
